"Scientific_Name","Authority","Common_Name","Wind_Author_Year","Mortality_percent","Damaged_ALL_percent","Root_Fail_percent","Stem_Fail_percent","Limb_Fail_percent","IBT_Year","IBTRaCS","SID","Notes","Total_Tree_Quantity","LCVP_GlobalID","LCVP_Taxon","Genus","Family","Order","Tropical_Cyclone_Basin","Lat","Long","MeanWoodDensity.gcm3","SDWoodDensity.gm3","MeanPlantHeight.m","SDHeight.m","HeightType","LMA.gm2","LeafType","AngioGymno","Palm","Monocot","Wind_resistance_rating","PlantType","YearSincePrevTC_50km","YearSincePrevTC_100km","ECO_NAME","Biome_Name","Realm_Name","TraitSourceID","LCVP_short","LCVP_shorter","Wind_rating_short"
"Pyrus calleryana","","Bradford pear","Duryea et al 2007a",32,NA,NA,NA,NA,2004,"IVAN","2004247N10332","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1026825,"Pyrus calleryana Decne. ","Pyrus","Rosaceae","Rosales","North Atlantic",29.67193,-82.34275,0.6,NA,8,0,"NR",75.4999999976218,"Semi/Deciduous","Angiosperm","No","No","LOWEST","Tree (angio)",13,2,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","TRY_2001; TRY_2003; TRY_3010; TRY_4001; TRY_4006; TRY_4011; TRY_4008; TRY_4037; OTH_902","Pyrus calleryana","P. calleryana","L"
"Quercus falcata","","Southern red oak","Duryea et al 2007a",40,NA,NA,NA,NA,2004,"IVAN","2004247N10332","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1029976,"Quercus falcata Michx. ","Quercus","Fagaceae","Fagales","North Atlantic",29.67193,-82.34275,0.577,0.0806101730552664,26.4933333333333,3.4885718185718,"NR",86.7536644999269,"Semi/Deciduous","Angiosperm","No","No","LOWEST","Tree (angio)",13,2,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_043; ZAN_189; TRY_2002; TRY_2003; TRY_3003; TRY_3021; TRY_3030; TRY_3038; TRY_3047; TRY_3010; TRY_3101; TRY_4001; TRY_4006; TRY_4008; TRY_4009; TRY_4011; TRY_4014; TRY_4021; TRY_4034; TRY_4037; TRY_4038; TRY_4039; TRY_4047; TRY_4051","Quercus falcata","Q. falcata","L"
"Quercus virginiana","","Live oak","Duryea et al 2007a",4,NA,NA,NA,NA,1995,"ERIN","1995212N22287","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1033089,"Quercus virginiana Mill. ","Quercus","Fagaceae","Fagales","North Atlantic",29.67193,-82.34275,0.856,0.0791959594928933,16.87136,5.35558822614286,"NR",141.905676531025,"Evergreen","Angiosperm","No","No","HIGHEST","Tree (angio)",4,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_043; ZAN_189; TRY_2004; TRY_2002; TRY_2003; TRY_3003; TRY_3016; TRY_3030; TRY_3035; TRY_3041; TRY_3052; TRY_3074; TRY_3079; TRY_3010; TRY_3100; TRY_4001; TRY_4006; TRY_4011; TRY_4021; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4040; TRY_4046; TRY_4048","Quercus virginiana","Q. virginiana","H"
"Quercus virginiana","","Live oak","Duryea et al 2007a",3,NA,NA,NA,NA,2004,"JEANNE","2004258N16300","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1033089,"Quercus virginiana Mill. ","Quercus","Fagaceae","Fagales","North Atlantic",27.28142,-80.35297,0.856,0.0791959594928933,16.87136,5.35558822614286,"NR",141.905676531025,"Evergreen","Angiosperm","No","No","HIGHEST","Tree (angio)",5,5,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_043; ZAN_189; TRY_2004; TRY_2002; TRY_2003; TRY_3003; TRY_3016; TRY_3030; TRY_3035; TRY_3041; TRY_3052; TRY_3074; TRY_3079; TRY_3010; TRY_3100; TRY_4001; TRY_4006; TRY_4011; TRY_4021; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4040; TRY_4046; TRY_4048","Quercus virginiana","Q. virginiana","H"
"Quercus virginiana","","Live oak","Duryea et al 2007a",5,NA,NA,NA,NA,1995,"OPAL","1995271N19273","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1033089,"Quercus virginiana Mill. ","Quercus","Fagaceae","Fagales","North Atlantic",29.67193,-82.34275,0.856,0.0791959594928933,16.87136,5.35558822614286,"NR",141.905676531025,"Evergreen","Angiosperm","No","No","HIGHEST","Tree (angio)",4,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_043; ZAN_189; TRY_2004; TRY_2002; TRY_2003; TRY_3003; TRY_3016; TRY_3030; TRY_3035; TRY_3041; TRY_3052; TRY_3074; TRY_3079; TRY_3010; TRY_3100; TRY_4001; TRY_4006; TRY_4011; TRY_4021; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4040; TRY_4046; TRY_4048","Quercus virginiana","Q. virginiana","H"
"Quercus virginiana","","Live oak","Duryea et al 2007a",9,NA,NA,NA,NA,2004,"IVAN","2004247N10332","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1033089,"Quercus virginiana Mill. ","Quercus","Fagaceae","Fagales","North Atlantic",29.67193,-82.34275,0.856,0.0791959594928933,16.87136,5.35558822614286,"NR",141.905676531025,"Evergreen","Angiosperm","No","No","HIGHEST","Tree (angio)",13,2,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_043; ZAN_189; TRY_2004; TRY_2002; TRY_2003; TRY_3003; TRY_3016; TRY_3030; TRY_3035; TRY_3041; TRY_3052; TRY_3074; TRY_3079; TRY_3010; TRY_3100; TRY_4001; TRY_4006; TRY_4011; TRY_4021; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4040; TRY_4046; TRY_4048","Quercus virginiana","Q. virginiana","H"
"Quercus virginiana","","Live oak","Duryea et al 2007a",22,NA,NA,NA,NA,2004,"CHARLEY","2004223N11301","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1033089,"Quercus virginiana Mill. ","Quercus","Fagaceae","Fagales","North Atlantic",26.90465,-82.07293,0.856,0.0791959594928933,16.87136,5.35558822614286,"NR",141.905676531025,"Evergreen","Angiosperm","No","No","HIGHEST","Tree (angio)",10,3,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_043; ZAN_189; TRY_2004; TRY_2002; TRY_2003; TRY_3003; TRY_3016; TRY_3030; TRY_3035; TRY_3041; TRY_3052; TRY_3074; TRY_3079; TRY_3010; TRY_3100; TRY_4001; TRY_4006; TRY_4011; TRY_4021; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4040; TRY_4046; TRY_4048","Quercus virginiana","Q. virginiana","H"
"Quercus virginiana","","Live oak","Duryea et al 2007a",22,NA,NA,NA,NA,1992,"ANDREW","1992230N11325","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1033089,"Quercus virginiana Mill. ","Quercus","Fagaceae","Fagales","North Atlantic",25.469,-80.46487,0.856,0.0791959594928933,16.87136,5.35558822614286,"NR",141.905676531025,"Evergreen","Angiosperm","No","No","HIGHEST","Tree (angio)",1,1,"South Florida rocklands","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","ZAN_043; ZAN_189; TRY_2004; TRY_2002; TRY_2003; TRY_3003; TRY_3016; TRY_3030; TRY_3035; TRY_3041; TRY_3052; TRY_3074; TRY_3079; TRY_3010; TRY_3100; TRY_4001; TRY_4006; TRY_4011; TRY_4021; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4040; TRY_4046; TRY_4048","Quercus virginiana","Q. virginiana","H"
"Quercus geminata","","Sand live oak","Duryea et al 2007a",4,NA,NA,NA,NA,1995,"ERIN","1995212N22287","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1030111,"Quercus geminata Small ","Quercus","Fagaceae","Fagales","North Atlantic",29.67193,-82.34275,0.872,NA,15,NA,"NR",170.527147392341,"Evergreen","Angiosperm","No","No","HIGHEST","Tree (angio)",4,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_189; TRY_3003; TRY_3021; TRY_3030; TRY_3074; TRY_3010; TRY_4006; TRY_4014; TRY_4021; TRY_4037; TRY_4038; TRY_4039; TRY_4040; OTH_907","Quercus geminata","Q. geminata","H"
"Quercus geminata","","Sand live oak","Duryea et al 2007a",6,NA,NA,NA,NA,2004,"JEANNE","2004258N16300","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1030111,"Quercus geminata Small ","Quercus","Fagaceae","Fagales","North Atlantic",27.28142,-80.35297,0.872,NA,15,NA,"NR",170.527147392341,"Evergreen","Angiosperm","No","No","HIGHEST","Tree (angio)",5,5,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_189; TRY_3003; TRY_3021; TRY_3030; TRY_3074; TRY_3010; TRY_4006; TRY_4014; TRY_4021; TRY_4037; TRY_4038; TRY_4039; TRY_4040; OTH_907","Quercus geminata","Q. geminata","H"
"Quercus geminata","","Sand live oak","Duryea et al 2007a",4,NA,NA,NA,NA,1995,"OPAL","1995271N19273","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1030111,"Quercus geminata Small ","Quercus","Fagaceae","Fagales","North Atlantic",29.67193,-82.34275,0.872,NA,15,NA,"NR",170.527147392341,"Evergreen","Angiosperm","No","No","HIGHEST","Tree (angio)",4,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_189; TRY_3003; TRY_3021; TRY_3030; TRY_3074; TRY_3010; TRY_4006; TRY_4014; TRY_4021; TRY_4037; TRY_4038; TRY_4039; TRY_4040; OTH_907","Quercus geminata","Q. geminata","H"
"Quercus geminata","","Sand live oak","Duryea et al 2007a",1,NA,NA,NA,NA,2004,"IVAN","2004247N10332","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1030111,"Quercus geminata Small ","Quercus","Fagaceae","Fagales","North Atlantic",29.67193,-82.34275,0.872,NA,15,NA,"NR",170.527147392341,"Evergreen","Angiosperm","No","No","HIGHEST","Tree (angio)",13,2,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_189; TRY_3003; TRY_3021; TRY_3030; TRY_3074; TRY_3010; TRY_4006; TRY_4014; TRY_4021; TRY_4037; TRY_4038; TRY_4039; TRY_4040; OTH_907","Quercus geminata","Q. geminata","H"
"Quercus laurifolia","","Laurel oak","Duryea et al 2007a",11,NA,NA,NA,NA,1995,"ERIN","1995212N22287","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1030856,"Quercus laurifolia Michx. ","Quercus","Fagaceae","Fagales","North Atlantic",29.67193,-82.34275,0.5835,0.0332340187157677,24.272,5.37890992674166,"NR",79.4496274744001,"Semi/Deciduous","Angiosperm","No","No","MEDIUM LOW","Tree (angio)",4,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_043; ZAN_189; TRY_2004; TRY_2002; TRY_2003; TRY_3003; TRY_3030; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4011; TRY_4008; TRY_4037; TRY_4038","Quercus laurifolia","Q. laurifolia","ML"
"Quercus laurifolia","","Laurel oak","Duryea et al 2007a",6,NA,NA,NA,NA,2004,"JEANNE","2004258N16300","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1030856,"Quercus laurifolia Michx. ","Quercus","Fagaceae","Fagales","North Atlantic",27.28142,-80.35297,0.5835,0.0332340187157677,24.272,5.37890992674166,"NR",79.4496274744001,"Semi/Deciduous","Angiosperm","No","No","MEDIUM LOW","Tree (angio)",5,5,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_043; ZAN_189; TRY_2004; TRY_2002; TRY_2003; TRY_3003; TRY_3030; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4011; TRY_4008; TRY_4037; TRY_4038","Quercus laurifolia","Q. laurifolia","ML"
"Quercus laurifolia","","Laurel oak","Duryea et al 2007a",10,NA,NA,NA,NA,1995,"OPAL","1995271N19273","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1030856,"Quercus laurifolia Michx. ","Quercus","Fagaceae","Fagales","North Atlantic",29.67193,-82.34275,0.5835,0.0332340187157677,24.272,5.37890992674166,"NR",79.4496274744001,"Semi/Deciduous","Angiosperm","No","No","MEDIUM LOW","Tree (angio)",4,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_043; ZAN_189; TRY_2004; TRY_2002; TRY_2003; TRY_3003; TRY_3030; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4011; TRY_4008; TRY_4037; TRY_4038","Quercus laurifolia","Q. laurifolia","ML"
"Quercus laurifolia","","Laurel oak","Duryea et al 2007a",23,NA,NA,NA,NA,2004,"IVAN","2004247N10332","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1030856,"Quercus laurifolia Michx. ","Quercus","Fagaceae","Fagales","North Atlantic",29.67193,-82.34275,0.5835,0.0332340187157677,24.272,5.37890992674166,"NR",79.4496274744001,"Semi/Deciduous","Angiosperm","No","No","MEDIUM LOW","Tree (angio)",13,2,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_043; ZAN_189; TRY_2004; TRY_2002; TRY_2003; TRY_3003; TRY_3030; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4011; TRY_4008; TRY_4037; TRY_4038","Quercus laurifolia","Q. laurifolia","ML"
"Quercus laurifolia","","Laurel oak","Duryea et al 2007a",15,NA,NA,NA,NA,2004,"CHARLEY","2004223N11301","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1030856,"Quercus laurifolia Michx. ","Quercus","Fagaceae","Fagales","North Atlantic",26.90465,-82.07293,0.5835,0.0332340187157677,24.272,5.37890992674166,"NR",79.4496274744001,"Semi/Deciduous","Angiosperm","No","No","MEDIUM LOW","Tree (angio)",10,3,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_043; ZAN_189; TRY_2004; TRY_2002; TRY_2003; TRY_3003; TRY_3030; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4011; TRY_4008; TRY_4037; TRY_4038","Quercus laurifolia","Q. laurifolia","ML"
"Quercus laevis","","Turkey oak","Duryea et al 2007a",17,NA,NA,NA,NA,1995,"ERIN","1995212N22287","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1030740,"Quercus laevis Walter ","Quercus","Fagaceae","Fagales","North Atlantic",29.67193,-82.34275,0.639,NA,15.8106666666667,3.93515709131584,"NR",108.581304936874,"Semi/Deciduous","Angiosperm","No","No","HIGHEST","Tree (angio)",4,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_189; TRY_2004; TRY_2002; TRY_2003; TRY_3003; TRY_3015; TRY_3021; TRY_3030; TRY_3052; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4011; TRY_4014; TRY_4021; TRY_4025; TRY_4026; TRY_4034; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4046; TRY_4047","Quercus laevis","Q. laevis","H"
"Quercus laevis","","Turkey oak","Duryea et al 2007a",11,NA,NA,NA,NA,1995,"OPAL","1995271N19273","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1030740,"Quercus laevis Walter ","Quercus","Fagaceae","Fagales","North Atlantic",29.67193,-82.34275,0.639,NA,15.8106666666667,3.93515709131584,"NR",108.581304936874,"Semi/Deciduous","Angiosperm","No","No","HIGHEST","Tree (angio)",4,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_189; TRY_2004; TRY_2002; TRY_2003; TRY_3003; TRY_3015; TRY_3021; TRY_3030; TRY_3052; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4011; TRY_4014; TRY_4021; TRY_4025; TRY_4026; TRY_4034; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4046; TRY_4047","Quercus laevis","Q. laevis","H"
"Quercus nigra","","Water oak","Duryea et al 2007a",28,NA,NA,NA,NA,2004,"IVAN","2004247N10332","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1031382,"Quercus nigra L. ","Quercus","Fagaceae","Fagales","North Atlantic",29.67193,-82.34275,0.6315,0.101116269709676,26.68512,7.24079619047519,"NR",82.7038730259157,"Semi/Deciduous","Angiosperm","No","No","LOWEST","Tree (angio)",13,2,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_043; ZAN_189; TRY_2004; TRY_2002; TRY_2003; TRY_3003; TRY_3016; TRY_3028; TRY_3030; TRY_3038; TRY_3047; TRY_3079; TRY_3010; TRY_3101; TRY_4001; TRY_4006; TRY_4009; TRY_4011; TRY_4034; TRY_4008; TRY_4037; TRY_4038; TRY_4047; TRY_4051","Quercus nigra","Q. nigra","L"
"Sapium sebiferum","","Chinese tallow","Duryea et al 2007a",3,NA,NA,NA,NA,1995,"ERIN","1995212N22287","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1249983,"Triadica sebifera (L.) Small ","Triadica","Euphorbiaceae","Malpighiales","North Atlantic",29.67193,-82.34275,0.47296325,0.0301617598002835,12.7883333333333,2.52800646096221,"NR",50.8479821816941,"Semi/Deciduous","Angiosperm","No","No","LOWEST","Tree (angio)",4,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_012; ZAN_021; ZAN_046; TRY_2001; TRY_2005; TRY_2003; TRY_3003; TRY_3010; TRY_4006; TRY_4028; TRY_4034; TRY_4008; TRY_4047","Triadica sebifera","T. sebifera","L"
"Sapium sebiferum","","Chinese tallow","Duryea et al 2007a",17,NA,NA,NA,NA,1995,"OPAL","1995271N19273","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1249983,"Triadica sebifera (L.) Small ","Triadica","Euphorbiaceae","Malpighiales","North Atlantic",29.67193,-82.34275,0.47296325,0.0301617598002835,12.7883333333333,2.52800646096221,"NR",50.8479821816941,"Semi/Deciduous","Angiosperm","No","No","LOWEST","Tree (angio)",4,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_012; ZAN_021; ZAN_046; TRY_2001; TRY_2005; TRY_2003; TRY_3003; TRY_3010; TRY_4006; TRY_4028; TRY_4034; TRY_4008; TRY_4047","Triadica sebifera","T. sebifera","L"
"Sapium sebiferum","","Chinese tallow","Duryea et al 2007a",27,NA,NA,NA,NA,2004,"IVAN","2004247N10332","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1249983,"Triadica sebifera (L.) Small ","Triadica","Euphorbiaceae","Malpighiales","North Atlantic",29.67193,-82.34275,0.47296325,0.0301617598002835,12.7883333333333,2.52800646096221,"NR",50.8479821816941,"Semi/Deciduous","Angiosperm","No","No","LOWEST","Tree (angio)",13,2,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","ZAN_012; ZAN_021; ZAN_046; TRY_2001; TRY_2005; TRY_2003; TRY_3003; TRY_3010; TRY_4006; TRY_4028; TRY_4034; TRY_4008; TRY_4047","Triadica sebifera","T. sebifera","L"
"Butia capitata","","Jelly palm","Duryea et al 2007a",3,NA,NA,NA,NA,1995,"ERIN","1995212N22287","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,198947,"Butia capitata (Mart.) Becc. ","Butia","Arecaceae","Arecales","North Atlantic",29.67193,-82.34275,NA,NA,6,NA,"NR",NA,"Evergreen","Angiosperm","Yes","Yes","HIGHEST","Palm",4,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","TRY_2009; TRY_4006","Butia capitata","B. capitata","H"
"Sabal palmetto","","Sabal palm","Duryea et al 2007a",3,NA,NA,NA,NA,1995,"ERIN","1995212N22287","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1086150,"Sabal palmetto (Walter) Lodd. ex Schult. & Schult.f. ","Sabal","Arecaceae","Arecales","North Atlantic",29.67193,-82.34275,NA,NA,23.7376,5.41022628731923,"NR",314.65534076691,"Evergreen","Angiosperm","Yes","Yes","HIGHEST","Palm",4,1,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","TRY_2004; TRY_2002; TRY_2001; TRY_2003; TRY_2009; TRY_3003; TRY_3010; TRY_4001; TRY_4011; TRY_4006; TRY_4008","Sabal palmetto","S. palmetto","H"
"Sabal palmetto","","Sabal palm","Duryea et al 2007a",8,NA,NA,NA,NA,2004,"JEANNE","2004258N16300","Calculated Mortality_percent as 100 - Percent survival from original table. Latitude/Longitude missing because data collected at multiple cities",NA,1086150,"Sabal palmetto (Walter) Lodd. ex Schult. & Schult.f. ","Sabal","Arecaceae","Arecales","North Atlantic",27.28142,-80.35297,NA,NA,23.7376,5.41022628731923,"NR",314.65534076691,"Evergreen","Angiosperm","Yes","Yes","HIGHEST","Palm",5,5,"Southeastern conifer forests","Temperate Conifer Forests","Nearctic","TRY_2004; TRY_2002; TRY_2001; TRY_2003; TRY_2009; TRY_3003; TRY_3010; TRY_4001; TRY_4011; TRY_4006; TRY_4008","Sabal palmetto","S. palmetto","H"
